fecha_operacion,operacion,importe,operacion_limpia,tipo,año_mes,categoria,origen
2023-05-17,"compra internet en repsol waylet, madrid, . :*585729",28.57,compra internet en repsol waylet madrid,gasto,2023-05,Transporte,manual
2023-05-15,"en minimarket la x, las palmas, . :*585729",0.85,en minimarket la x las palmas,gasto,2023-05,Restauración,modelo
2023-05-15,"en las casitas emp, las palmas de, . :*585729",4.1,en las casitas emp las palmas de,gasto,2023-05,Restauración,manual
2023-05-15,bizum de debora vega ravelo concepto .,43.0,bizum de debora vega ravelo concepto,ingreso,2023-05,Ingreso,manual
2023-05-15,"en lidl can-gc-tel, telde, . :*585729",40.7,en lidl can gc tel telde,gasto,2023-05,Supermercado,manual
2023-05-15,"en alcampo telde, telde, . :*585729",46.97,en alcampo telde telde,gasto,2023-05,Supermercado,manual
2023-05-15,bizum de debora vega ravelo concepto .,42.0,bizum de debora vega ravelo concepto,ingreso,2023-05,Ingreso,manual
2023-05-12,"en farmacia alfons, valsequillo (, . :*585729",6.5,en farmacia alfons valsequillo,gasto,2023-05,Supermercado,manual
2023-05-11,"en punto coma, palmas (las), . :*585729",2.55,en punto coma palmas las,gasto,2023-05,Transporte,modelo
2023-05-10,"compra internet en repsol waylet, madrid, . :*585729",28.57,compra internet en repsol waylet madrid,gasto,2023-05,Transporte,manual
2023-05-10,bizum de ana maria ylla pallares concepto botas,150.11,bizum de ana maria ylla pallares concepto botas,ingreso,2023-05,Ingreso,manual
2023-05-09,"en el corral clini, telde, . :*585729",30.0,en el corral clini telde,gasto,2023-05,Facturas,manual
2023-05-09,bizum a favor de eduardo jesus vega cabello concepto: 1 parte móvil,50.0,bizum a favor de eduardo jesus vega cabello concepto parte móvil,gasto,2023-05,Transferencia personal,manual
2023-05-09,"compra apple.com/bill, 900812703, eta 5163830309585729 , comision 0,00",8.99,compra apple com bill eta comision,gasto,2023-05,Ocio / Suscripciones,manual
2023-05-08,"en shalom restaura, teror, . :*585729",7.9,en shalom restaura teror,gasto,2023-05,Restauración,modelo
2023-05-08,"en viveros el rosa, arinaga, . :*585729",4.4,en viveros el rosa arinaga,gasto,2023-05,Compras no esenciales,manual
2023-05-08,"en lidl can-gc-tel, llanos de la, . :*585729",34.69,en lidl can gc tel llanos de la,gasto,2023-05,Supermercado,manual
2023-05-08,"en hd melenara, telde, . :*585729",75.88,en hd melenara telde,gasto,2023-05,Supermercado,modelo
2023-05-04,"en pasteleria yera, la estrella, . :*585729",8.0,en pasteleria yera la estrella,gasto,2023-05,Restauración,manual
2023-05-04,"compra spotifyes p22cbdb9f5, stockholm, eta 5163830309585729 , comision 0,00",9.99,compra spotifyes pcbdbf stockholm eta comision,gasto,2023-05,Ocio / Suscripciones,manual
2023-05-04,"en las casitas emp, las palmas de, . :*585729",1.2,en las casitas emp las palmas de,gasto,2023-05,Restauración,manual
2023-05-04,"compra internet en repsol waylet, madrid, . :*585729",28.81,compra internet en repsol waylet madrid,gasto,2023-05,Transporte,manual
2023-05-04,"en academia univer, palmas, . :*585729",196.5,en academia univer palmas,gasto,2023-05,Gastos extraordinarios,manual
2023-05-03,"en las casitas emp, las palmas de, . :*585729",2.9,en las casitas emp las palmas de,gasto,2023-05,Restauración,manual
2023-04-28,"en lidl can-gc-tel, telde, . :*585729",11.68,en lidl can gc tel telde,gasto,2023-04,Supermercado,manual
2023-04-28,"en ikea tienda sue, telde, . :*585729",8.05,en ikea tienda sue telde,gasto,2023-04,Compras no esenciales,manual
2023-04-28,"transferencia de fundacion canaria universidad de las palmas, concepto abril oscar gomez bastidas os",334.06,transferencia de fundacion canaria universidad de las palmas concepto abril oscar gomez bastidas os,ingreso,2023-04,Ingreso,manual
2023-04-28,"transferencia de evelymar bastidas rosario, concepto factura moviles abril 2023",35.0,transferencia de evelymar bastidas rosario concepto factura moviles abril,ingreso,2023-04,Ingreso,manual
2023-04-28,"transferencia de evelymar bastidas rosario, concepto mensualidad mas extra mayo 2023",230.0,transferencia de evelymar bastidas rosario concepto mensualidad mas extra mayo,ingreso,2023-04,Ingreso,manual
2023-04-28,"transferencia de evelymar bastidas rosario, concepto clases particulares abril",162.0,transferencia de evelymar bastidas rosario concepto clases particulares abril,ingreso,2023-04,Ingreso,manual
2023-04-27,"en las casitas emp, las palmas de, . :*585729",4.1,en las casitas emp las palmas de,gasto,2023-04,Restauración,manual
2023-04-27,"compra internet en repsol waylet, madrid, . :*585729",28.82,compra internet en repsol waylet madrid,gasto,2023-04,Transporte,manual
2023-04-25,bizum de debora vega ravelo concepto .,27.0,bizum de debora vega ravelo concepto,ingreso,2023-04,Ingreso,manual
2021-09-23,"transferencia de evelymar esperanza bastidas rosario, concepto gaston mensual sep mas adicional.",175.0,transferencia de evelymar esperanza bastidas rosario concepto gaston mensual sep mas adicional,ingreso,2021-09,Ingreso,manual
2021-09-23,"transferencia de evelymar esperanza bastidas rosario, concepto pago 1 universidad.",123.6,transferencia de evelymar esperanza bastidas rosario concepto pago universidad,ingreso,2021-09,Ingreso,manual
2021-09-23,"transferencia de evelymar esperanza bastidas rosario, concepto odontologo.",55.0,transferencia de evelymar esperanza bastidas rosario concepto odontologo,ingreso,2021-09,Ingreso,manual
2021-09-23,"transferencia de evelymar esperanza bastidas rosario, concepto gastos adicionales octubre.",50.0,transferencia de evelymar esperanza bastidas rosario concepto gastos adicionales octubre,ingreso,2021-09,Ingreso,manual
2021-09-24,"compra pago m:vil en burger king tom, palmas (las), . :*585729",9.0,compra pago m vil en burger king tom palmas las,gasto,2021-09,Restauración,manual
2021-09-23,"compra pago m:vil en burger king tom, palmas (las), . :*585729",2.55,compra pago m vil en burger king tom palmas las,gasto,2021-09,Restauración,manual
2021-09-24,"transferencia de oscar alejandro gomez bastidas, concepto sin concepto.",10.29,transferencia de oscar alejandro gomez bastidas concepto sin concepto,ingreso,2021-09,Ingreso,manual
2021-09-24,"compra pago m:vil en estacion bp san, santa brigida, . :*585729",3.2,compra pago m vil en estacion bp san santa brigida,gasto,2021-09,Transporte,manual
2021-09-27,"reintegro, atm:00496140, las palmas de, . :*585729",200.0,reintegro atm las palmas de,gasto,2021-09,Ingreso,manual
2021-09-25,"compra pago m:vil en mcdonal triana, palmas (las), . :*585729",6.5,compra pago m vil en mcdonal triana palmas las,gasto,2021-09,Transporte,modelo
2021-09-26,"compra pago m:vil en petroprix ag im, aguimes (capi, . :*585729",25.0,compra pago m vil en petroprix ag im aguimes capi,gasto,2021-09,Transporte,manual
2021-09-26,"compra pago m:vil en spar amadores, puerto rico, . :*585729",4.77,compra pago m vil en spar amadores puerto rico,gasto,2021-09,Restauración,modelo
2021-09-24,"compra spotifyes p171e66a14, stockholm, eta 5163830309585729 , comision 0,00",4.99,compra spotifyes pea stockholm eta comision,gasto,2021-09,Ocio / Suscripciones,manual
2021-09-28,"compra pago m:vil en las casitas emp, las palmas de, . :*585729",3.5,compra pago m vil en las casitas emp las palmas de,gasto,2021-09,Restauración,manual
2021-09-25,"compra restaurante manso, las palmas, eta 5163830309585729 , comision 0,00",17.5,compra restaurante manso las palmas eta comision,gasto,2021-09,Restauración,manual
2021-09-28,"transaccion contactless en decathlon tamar, tamaraceite, . :*585729",44.99,transaccion contactless en decathlon tamar tamaraceite,gasto,2021-09,Compras no esenciales,manual
2021-09-28,"transaccion contactless en media markt las, palmas (las), . :*585729",6.09,transaccion contactless en media markt las palmas las,gasto,2021-09,Compras no esenciales,manual
2021-09-28,"transaccion contactless en hd c.c. alisios, palmas de gra, . :*585729",1.99,transaccion contactless en hd c c alisios palmas de gra,gasto,2021-09,Restauración,modelo
2021-09-29,transferencia a favor de paula andrea garc:a garc:a concepto: deudas,6.0,transferencia a favor de paula andrea garc a garc a concepto deudas,gasto,2021-09,Transferencia personal,manual
2021-09-30,"compra altafit vegueta gc, las palmas de, eta 5163830309585729 , comision 0,00",9.9,compra altafit vegueta gc las palmas de eta comision,gasto,2021-09,Restauración,modelo
2021-10-01,transferencia a favor de :scar g:mez bastidas concepto: gym,29.9,transferencia a favor de scar g mez bastidas concepto gym,gasto,2021-10,Transferencia personal,manual
2021-10-04,"compra pago m:vil en taco bell las a, las palmas de, . :*585729",3.95,compra pago m vil en taco bell las a las palmas de,gasto,2021-10,Restauración,modelo
2021-10-03,"compra pago m:vil en petroprix las p, las palmas, . :*585729",20.0,compra pago m vil en petroprix las p las palmas,gasto,2021-10,Transporte,manual
2021-10-08,"compra pago m:vil en taco bell las a, las palmas de, . :*585729",5.0,compra pago m vil en taco bell las a las palmas de,gasto,2021-10,Restauración,modelo
2021-10-08,"compra pago m:vil en taco bell las a, las palmas de, . :*585729",3.0,compra pago m vil en taco bell las a las palmas de,gasto,2021-10,Restauración,modelo
2021-10-11,"compra pago m:vil en las casitas emp, las palmas de, . :*585729",1.2,compra pago m vil en las casitas emp las palmas de,gasto,2021-10,Restauración,manual
2021-10-21,"transferencia de antonio jesus caballero dominguez, concepto movimiento ing.",50.0,transferencia de antonio jesus caballero dominguez concepto movimiento ing,ingreso,2021-10,Ingreso,manual
2021-10-22,"compra pago m:vil en la peatonal, palmas de gra, . :*585729",5.0,compra pago m vil en la peatonal palmas de gra,gasto,2021-10,Restauración,modelo
2021-10-21,"compra pago m:vil en la peatonal, palmas de gra, . :*585729",6.0,compra pago m vil en la peatonal palmas de gra,gasto,2021-10,Restauración,modelo
2021-10-21,"compra pago m:vil en la peatonal, palmas de gra, . :*585729",5.0,compra pago m vil en la peatonal palmas de gra,gasto,2021-10,Restauración,modelo
2021-10-22,"compra pago m:vil en la boheme, las palmas, . :*585729",2.5,compra pago m vil en la boheme las palmas,gasto,2021-10,Restauración,modelo
2021-10-22,"compra pago m:vil en petroprix sede, martos, . :*585729",24.0,compra pago m vil en petroprix sede martos,gasto,2021-10,Transporte,manual
2021-10-25,"compra pago m:vil en muelle deportiv, palmas de gra, . :*585729",1.95,compra pago m vil en muelle deportiv palmas de gra,gasto,2021-10,Restauración,modelo
2021-10-25,"compra pago m:vil en cafeteria aular, las palmas, . :*585729",1.9,compra pago m vil en cafeteria aular las palmas,gasto,2021-10,Restauración,manual
2021-10-26,"compra pago m:vil en cafeteria aular, las palmas, . :*585729",1.9,compra pago m vil en cafeteria aular las palmas,gasto,2021-10,Restauración,manual
2021-11-02,"compra pago m:vil en muelle deportiv, palmas de gra, . :*585729",2.8,compra pago m vil en muelle deportiv palmas de gra,gasto,2021-11,Restauración,modelo
2021-11-02,"transferencia de evelymar esperanza bastidas rosario, concepto mensualidad mas adicional",175.0,transferencia de evelymar esperanza bastidas rosario concepto mensualidad mas adicional,ingreso,2021-11,Ingreso,manual
2021-11-02,"transferencia de evelymar esperanza bastidas rosario, concepto universidad pago 2.",95.58,transferencia de evelymar esperanza bastidas rosario concepto universidad pago,ingreso,2021-11,Ingreso,manual
2021-11-02,"transferencia de evelymar esperanza bastidas rosario, concepto adicional para gastos del coche.",100.0,transferencia de evelymar esperanza bastidas rosario concepto adicional para gastos del coche,ingreso,2021-11,Ingreso,manual
2021-11-02,recibo las palmas vegueta n: recibo 0049 6140 755 bbdrkbm ref. mandato 5206018331202110,29.9,recibo las palmas vegueta n recibo bbdrkbm ref mandato,gasto,2021-11,Facturas,manual
2021-11-02,"transaccion contactless en cafeteria aular, las palmas, . :*585729",1.9,transaccion contactless en cafeteria aular las palmas,gasto,2021-11,Restauración,manual
2021-11-03,"transferencia de evelymar esperanza bastidas rosario, concepto diferencia pago 2 universidd.",39.51,transferencia de evelymar esperanza bastidas rosario concepto diferencia pago universidd,ingreso,2021-11,Ingreso,manual
2021-11-04,"compra spotifyes p17c4e02f7, stockholm, eta 5163830309585729 , comision 0,00",4.99,compra spotifyes pcef stockholm eta comision,gasto,2021-11,Ocio / Suscripciones,manual
2021-11-04,"compra myprotein.com, northwich, eta 5163830309585729 , comision 0,00",24.42,compra myprotein com northwich eta comision,gasto,2021-11,Ocio / Suscripciones,modelo
2021-11-05,"compra pago m:vil en petroprix las p, las palmas, . :*585729",20.0,compra pago m vil en petroprix las p las palmas,gasto,2021-11,Transporte,manual
2021-11-05,"transaccion contactless en cafeteria aular, las palmas, . :*585729",6.5,transaccion contactless en cafeteria aular las palmas,gasto,2021-11,Restauración,manual
2021-11-08,"transaccion contactless en muelle deportiv, palmas de gra, . :*585729",1.25,transaccion contactless en muelle deportiv palmas de gra,gasto,2021-11,Restauración,modelo
2021-11-06,"transaccion contactless en mcdonalds-mogan, mogan, . :*585729",7.6,transaccion contactless en mcdonalds mogan mogan,gasto,2021-11,Restauración,manual
2021-11-08,"compra internet en univ. las palma, las palmas de, . :*585729",135.09,compra internet en univ las palma las palmas de,gasto,2021-11,Facturas,manual
2021-11-08,"transaccion contactless en belize, santa brigida, . :*585729",12.0,transaccion contactless en belize santa brigida,gasto,2021-11,Restauración,modelo
2021-11-09,"transaccion contactless en cafeteria aular, las palmas, . :*585729",1.3,transaccion contactless en cafeteria aular las palmas,gasto,2021-11,Restauración,manual
2021-11-11,"compra pago m:vil en petroprix las p, las palmas, . :*585729",20.0,compra pago m vil en petroprix las p las palmas,gasto,2021-11,Transporte,manual
2021-11-10,"transaccion contactless en banana tr, las palmas de, . :*585729",9.0,transaccion contactless en banana tr las palmas de,gasto,2021-11,Restauración,modelo
2021-11-12,"transaccion contactless en sgp hoya parrad, san francisco, . :*585729",3.5,transaccion contactless en sgp hoya parrad san francisco,gasto,2021-11,Restauración,modelo
2021-11-12,"transaccion contactless en las casitas, las palmas de, . :*585729",1.2,transaccion contactless en las casitas las palmas de,gasto,2021-11,Restauración,manual
2021-11-15,"transaccion contactless en cafeteria aular, las palmas, . :*585729",1.9,transaccion contactless en cafeteria aular las palmas,gasto,2021-11,Restauración,manual
2021-11-15,"compra pago m:vil en minimarket la x, las palmas, . :*585729",0.5,compra pago m vil en minimarket la x las palmas,gasto,2021-11,Restauración,modelo
2021-11-16,"compra pago m:vil en cafeteria aular, las palmas, . :*585729",1.0,compra pago m vil en cafeteria aular las palmas,gasto,2021-11,Restauración,manual
2021-11-16,"compra pago m:vil en cafeteria aular, las palmas, . :*585729",1.3,compra pago m vil en cafeteria aular las palmas,gasto,2021-11,Restauración,manual
2021-11-17,"compra pago m:vil en las casitas emp, las palmas de, . :*585729",1.0,compra pago m vil en las casitas emp las palmas de,gasto,2021-11,Restauración,manual
2021-11-18,"transferencia de oscar alejandro gomez bastidas, concepto dejar en 0.",0.01,transferencia de oscar alejandro gomez bastidas concepto dejar en,ingreso,2021-11,Ingreso,manual
2021-11-19,"transaccion contactless en la surena, palmas de gra, . :*585729",8.0,transaccion contactless en la surena palmas de gra,gasto,2021-11,Restauración,modelo
2021-11-18,"compra pago m:vil en petroprix las p, las palmas, . :*585729",20.0,compra pago m vil en petroprix las p las palmas,gasto,2021-11,Transporte,manual
2021-11-19,"transaccion contactless en las casitas emp, las palmas de, . :*585729",1.2,transaccion contactless en las casitas emp las palmas de,gasto,2021-11,Restauración,manual
2021-11-22,"compra pago m:vil en la andaluza, las palmas de, . :*585729",22.95,compra pago m vil en la andaluza las palmas de,gasto,2021-11,Restauración,modelo
2021-11-22,"compra pago m:vil en split arenas, palmas (las), . :*585729",9.0,compra pago m vil en split arenas palmas las,gasto,2021-11,Transporte,modelo
2021-11-20,"transaccion contactless en carrefour lpalm, palmas (las), . :*585729",3.8,transaccion contactless en carrefour lpalm palmas las,gasto,2021-11,Supermercado,manual
2021-11-19,"compra sagulpa, las palmas de, eta 5163830309585729 , comision 0,00",0.2,compra sagulpa las palmas de eta comision,gasto,2021-11,Restauración,modelo
